time,latitude,longitude,altitude
1755619372.659722,55.76157249333333,12.600306811666666,39.7488
1755619373.6598887,55.76157207833333,12.600299633333334,39.6971
1755619374.6593525,55.761571491666665,12.600292113333333,39.467999999999996
1755619375.6609838,55.761569998333336,12.600283748333334,38.864399999999996
1755619376.6601799,55.76157055666667,12.600280621666666,38.3801
1755619377.6611102,55.761568833333335,12.600278136666667,38.141099999999994
1755619378.659499,55.76156741166667,12.600274996666666,38.243199999999995
1755619379.6605635,55.76156731,12.600273893333334,38.438399999999994
1755619380.6594913,55.76156454666667,12.600273748333333,38.6299
1755619381.6602414,55.76156001166667,12.600273916666668,38.837199999999996
1755619382.661239,55.761554435,12.60027297,39.148799999999994
1755619383.660766,55.76154843166667,12.600272396666666,39.1827
1755619384.659813,55.76154210333333,12.600271641666666,38.836999999999996
1755619385.659473,55.761536185,12.600271488333334,38.5838
1755619386.6606789,55.761530695,12.600275528333333,38.9229
1755619387.6608472,55.761527375,12.600279063333334,38.949
1755619388.6591868,55.76152542,12.60028313,38.816599999999994
1755619389.6604352,55.761524978333334,12.600289421666666,39.0107
1755619390.6600292,55.761524105,12.600295365,38.767799999999994
1755619391.6600273,55.76151963,12.600301915,38.9045
1755619392.6601565,55.76151621,12.600308488333333,39.041
1755619393.6599321,55.76151308833333,12.60031568,38.873599999999996
1755619394.66099,55.761511066666664,12.600323245,38.456599999999995
1755619395.6610026,55.76150739,12.60032925,37.9815
1755619396.6615245,55.761504306666666,12.600334866666667,37.7621
1755619397.6606956,55.761500731666665,12.600342015,37.921499999999995
1755619398.6597226,55.761496658333336,12.60035012,38.036899999999996
1755619399.6598785,55.761492383333334,12.60036031,38.4875
1755619400.661254,55.76148778,12.600370953333334,38.9926
1755619401.6599307,55.761483445,12.600380246666667,39.3722
1755619402.6606555,55.761479565,12.600388085,39.2922
1755619403.6616507,55.76147530666667,12.600395853333334,39.3404
1755619404.6599686,55.76147070333333,12.600403438333334,39.2759
1755619405.6595874,55.761467198333335,12.600410223333334,39.1982
1755619406.6607416,55.761462585,12.60041593,39.2244
1755619407.6596477,55.761456618333334,12.600420416666667,39.0924
1755619408.660536,55.76145282,12.600423255,39.0453
1755619409.6590369,55.761450266666664,12.600427136666667,39.3394
1755619410.6603687,55.76144733333334,12.600430535,39.0783
1755619411.6598923,55.7614441,12.6004343,39.074
1755619412.6608582,55.76143972,12.600436843333334,38.6768
1755619413.6613224,55.761436063333335,12.600438558333334,38.0755
1755619414.6597068,55.76143300166667,12.600439603333333,37.8134
1755619415.6596398,55.76143063,12.600438936666666,37.5281
1755619416.6599846,55.76142851666667,12.600438123333333,37.1885
1755619417.6604855,55.76142511,12.60043822,36.9727
1755619418.660516,55.76142230833333,12.600438456666666,36.7381
1755619419.659953,55.761419161666666,12.600438248333333,36.5114
1755619420.6603208,55.761416075,12.600437278333333,36.457300000000004
1755619421.6614325,55.76141488,12.600436923333334,36.3102
1755619422.661312,55.76141459833333,12.600436833333333,36.167
1755619423.6611886,55.76141341666667,12.600437041666666,35.9925
1755619424.6614568,55.761411625,12.600438113333333,35.7976
1755619425.661173,55.76140933166667,12.6004404,35.8521
1755619426.6605864,55.76140734166667,12.600443281666667,35.848
1755619427.660646,55.761405581666665,12.60044563,35.8791
1755619428.6603165,55.76140362,12.600446796666667,35.963300000000004
1755619429.6594255,55.76140225,12.600447731666666,35.9612
1755619430.6600156,55.761401293333336,12.600448591666666,36.0309
1755619431.6603014,55.76140057833334,12.600450138333333,36.1074
1755619432.661699,55.761400073333334,12.60044964,36.1203
1755619433.6599498,55.76140051833333,12.600450581666667,35.9028
1755619434.659663,55.7614008,12.600451136666667,35.9
1755619435.6606634,55.761400155,12.600448656666666,35.888
1755619436.6607976,55.76139623833333,12.600446313333334,36.0486
1755619437.6594276,55.761391411666665,12.600441875,36.0651
1755619438.6598434,55.76138554166667,12.600438078333333,36.050999999999995
1755619439.6600761,55.76137713,12.600433553333334,36.2551
1755619440.6601267,55.76136877,12.60042915,35.897499999999994
1755619441.6593165,55.76136062,12.600425326666667,35.737899999999996
